"player_id","player_name","team","opponent","is_home","recent_avg","season_avg","projected_rec_yards","weather_impact_score","is_dome","headshot","team_color","team_color2","team_logo","jersey","position","experience"
"00-0036900","J.Chase","CIN","PIT",TRUE,75.6666666666667,78,78.13,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","1","WR",5
"00-0039916","R.Pearsall","SF","ATL",TRUE,73,81.75,78.03,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ko3lwlcfkxaykcspt4nw","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","1","WR",2
"00-0038544","Q.Johnston","LAC","IND",TRUE,75.6666666666667,75.4,77.07,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bpzdpin1xp1kjxmbkq6d","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","1","WR",3
"00-0036613","J.Waddle","MIA","CLE",FALSE,84.3333333333333,65,76.6,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dsxd2zcqm42wsv4ewtfc","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","17","WR",5
"00-0036963","A.St. Brown","DET","TB",TRUE,71.6666666666667,75.3333333333333,74.6,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","14","WR",5
"00-0036554","N.Collins","HOU","SEA",FALSE,78.3333333333333,62.4,71.96,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/osmqyvmib3pssxi6cyic","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","12","WR",5
"00-0033280","C.McCaffrey","SF","ATL",TRUE,70.3333333333333,70.6666666666667,71.88,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/resjdwihunsqckohcorj","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","23","RB",9
"00-0033040","T.Hill","MIA","CLE",FALSE,75,66.25,71.5,0,FALSE,NA,"#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png",NA,NA,NA
"00-0038104","T.Thornton","KC","LV",TRUE,73.3333333333333,65.25,71.5,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjqzuempyiwxe0hl7e5a","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","80","WR",4
"00-0038542","B.Robinson","ATL","SF",FALSE,71,67.6,69.64,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjaf9auhx3lrktzgwpfb","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","7","RB",3
